event_id,event_status,source_yaml,coverage_index,layer,screen_rules,legacy_note,trigger_sources,verdict
binance-palestinian-accounts-seizure-israel-2023-11,admitted,events/binance-palestinian-accounts-seizure-israel-2023-11.yaml,4,asset_onchain,"[""missing_capture_or_anchor""]","No verified on-chain issuer/contract freeze tx is pinned. The action is a Binance-internal account block (exchange custody), so the effect is carried at offramp_cex, not asset_onchain. (Codebook §1.6: an asset_onchain observed_change requires a verified primary_onchain freeze tx_hash, which is not available here.)","[{""body_hash"": ""sha256:c33a10e717954b66726ad2befd49f1a22dc05de6a43543866c85adc9d8be7102"", ""body_path"": ""sources/http_captures/binance-palestinian-accounts-seizure-israel-2023-11/primary/web.archive.org__web-20240827142258-https-cointelegraph.com-news-binance-seize-funds-palestine-israel__51e5185689.html"", ""url"": ""https://cointelegraph.com/news/binance-seize-funds-palestine-israel"", ""wayback"": ""https://web.archive.org/web/20240827142258/https://cointelegraph.com/news/binance-seize-funds-palestine-israel""}, {""body_hash"": ""sha256:ea7ab115856d2c3bb7ac0435bb6068fa7cfdd1e7c0fc1748431c483a77373afe"", ""body_path"": ""sources/http_captures/binance-palestinian-accounts-seizure-israel-2023-11/primary/web.archive.org__web-20241008190737-https-skylineforhuman.org-en-news-details-801-binances-response-to-skylines-letter-on-seizure-of-palestinian-cryptocurrency-wallets__c6a6fa0209.html"", ""url"": ""https://skylineforhuman.org/en/news/details/801/binances-response-to-skylines-letter-on-seizure-of-palestinian-cryptocurrency-wallets"", ""wayback"": ""https://web.archive.org/web/20241008190737/https://skylineforhuman.org/en/news/details/801/binances-response-to-skylines-letter-on-seizure-of-palestinian-cryptocurrency-wallets""}]",unadjudicated_risk_flag
binance-privacy-coin-delisting-2023,admitted,events/binance-privacy-coin-delisting-2023.yaml,3,l4_frontend,"[""missing_capture_or_anchor""]","No independent Binance frontend geofence measurement is pinned here. User-facing pair visibility would be part of the same exchange catalogue action coded at offramp_cex, not a separate L4 observation.","[{""body_hash"": ""sha256:b88e4a673b199fd4a7b6f655f06cbba54db22330b412b43a83602920bd7d4d7d"", ""body_path"": ""sources/http_captures/binance-privacy-coin-delisting-2023/secondary/web.archive.org__web-20230626230325-https-www.theblock.co-amp-post-236340-binance-privacy-coins__21c914e44d.html"", ""url"": ""https://www.theblock.co/post/236340/binance-privacy-coins"", ""wayback"": ""https://web.archive.org/web/20230626230325/https://www.theblock.co/amp/post/236340/binance-privacy-coins""}, {""body_hash"": ""sha256:8bfb9f11b5166ea504a570dab808a49bb12254ed35e70cfb0fbd21f7cf093afc"", ""body_path"": ""sources/http_captures/binance-privacy-coin-delisting-2023/secondary/web.archive.org__web-20230601034432-https-www.theblock.co-amp-post-232751-binance-privacy-coins-delisting-europe__d2c944110b.html"", ""url"": ""https://www.theblock.co/post/232751/binance-privacy-coins-delisting-europe"", ""wayback"": ""https://web.archive.org/web/20230601034432/https://www.theblock.co/amp/post/232751/binance-privacy-coins-delisting-europe""}]",unadjudicated_risk_flag
binance-russia-gunmaker-asset-freeze-ukraine-2022-08,admitted,events/binance-russia-gunmaker-asset-freeze-ukraine-2022-08.yaml,4,asset_onchain,"[""missing_capture_or_anchor"", ""absence_of_observed_action""]","No issuer on-chain freeze tx: the funds (BTC/ETH/USDT) sit in Binance custody and the action is a custodial account lock, not an asset-issuer on-chain blacklist. Per §1.6 the effect is carried at offramp_cex, and no primary_onchain tx_hash is claimed.","[{""body_hash"": ""sha256:4a9db4928be5154a6b069d5fea5012cdbdbde5afa7bfe964b0b0c2019af22ccb"", ""body_path"": ""sources/http_captures/binance-russia-gunmaker-asset-freeze-ukraine-2022-08/primary/web.archive.org__web-20220914203535-https-www.nasdaq.com-articles-binance-froze-russian-gun-makers-crypto-assets-amid-ukrainian-pressure__8e0848db7b.html"", ""url"": ""https://www.nasdaq.com/articles/binance-froze-russian-gun-makers-crypto-assets-amid-ukrainian-pressure"", ""wayback"": ""https://web.archive.org/web/20220914203535/https://www.nasdaq.com/articles/binance-froze-russian-gun-makers-crypto-assets-amid-ukrainian-pressure""}]",unadjudicated_risk_flag
binance-us-staking-end-2023,rejected,events/binance-us-staking-end-2023.yaml,3,l4_frontend,"[""missing_capture_or_anchor""]",Rejected candidate. No independent Binance.US staking-page removal or frontend diff is pinned for this alleged action.,"[{""body_hash"": ""sha256:e6d1292db455dc6a8680637449cc8a05dbf11c63618da8770937b88bcdc588e6"", ""body_path"": ""sources/http_captures/sec-v-binance-2023/platform-response/support.binance.us__en-articles-9843568-binance-us-will-remove-10-trading-pairs-has-paused-otc-trading-updated__0e03a1e712.html"", ""url"": ""https://support.binance.us/en/articles/9843568-binance-us-will-remove-10-trading-pairs-has-paused-otc-trading-updated""}, {""body_hash"": ""sha256:3a20f9c26f640caba0b9e3ec228a43abc60793521137dbec563d310af8431ecb"", ""body_path"": ""sources/http_captures/sec-v-binance-2023/platform-response/support.binance.us__en-articles-9843567-binance-us-will-remove-select-usd-advanced-trading-pairs__852a151d2b.html"", ""url"": ""https://support.binance.us/en/articles/9843567-binance-us-will-remove-select-usd-advanced-trading-pairs""}]",unadjudicated_risk_flag
bitfinex-us-retail-customer-exit-2017-11,admitted,events/bitfinex-us-retail-customer-exit-2017-11.yaml,4,asset_onchain,"[""absence_of_observed_action""]",No on-chain freeze; assets remain on-chain. The action is an off-ramp access termination for US retail users.,"[{""body_hash"": ""sha256:3aeb5ddb3641fbc4a7d1aa5a473832b0e0e2c9c3bd94bbb50ea213e600d2daa5"", ""body_path"": ""sources/http_captures/bitfinex-us-retail-customer-exit-2017-11/official_bitfinex/web.archive.org__web-20170811184809-https-www.bitfinex.com-posts-216__bcdcdd5a39.html"", ""url"": ""https://www.bitfinex.com/posts/216"", ""wayback"": ""https://web.archive.org/web/20170811184809/https://www.bitfinex.com/posts/216""}, {""body_hash"": ""sha256:5a26060a406b8a6b4c8e5459d177802d17c18a8b1b445994531b2c008a140fd9"", ""body_path"": ""sources/http_captures/bitfinex-us-retail-customer-exit-2017-11/primary/web.archive.org__web-20171018121607-https-news.bitcoin.com-bitfinex-to-terminate-services-to-us-retail-customers-by-november-9__f781837006.html"", ""url"": ""https://news.bitcoin.com/bitfinex-to-terminate-services-to-us-retail-customers-by-november-9/"", ""wayback"": ""https://web.archive.org/web/20171018121607/https://news.bitcoin.com/bitfinex-to-terminate-services-to-us-retail-customers-by-november-9/""}]",unadjudicated_risk_flag
bitfloor-capital-one-debanking-2013-04,admitted,events/bitfloor-capital-one-debanking-2013-04.yaml,4,asset_onchain,"[""absence_of_observed_action""]",No on-chain freeze; BTC remained on-chain. The action is a fiat-rail debanking realized off-chain.,"[{""body_hash"": ""sha256:5e4542aedb281c462119f7061b674645ca6e04fc0f2bae7ae9194c916a8291c3"", ""body_path"": ""sources/http_captures/bitfloor-capital-one-debanking-2013-04/primary/web.archive.org__web-20241130191119-https-www.americanbanker.com-fincen-regulations-choking-bitcoin-entrepreneurs-1058606-1.html__242252ee6d.html"", ""url"": ""https://www.americanbanker.com/fincen-regulations-choking-bitcoin-entrepreneurs-1058606-1.html"", ""wayback"": ""https://web.archive.org/web/20241130191119/https://www.americanbanker.com/fincen-regulations-choking-bitcoin-entrepreneurs-1058606-1.html""}]",unadjudicated_risk_flag
bitmex-cftc-doj-2020,admitted,events/bitmex-cftc-doj-2020.yaml,0,l0_network,"[""absence_of_observed_action""]","No network-layer (DNS / ISP) blocking observed; the cascade surface is exchange-level US-resident off-boarding + global KYC mandate, not substrate-level filtering of bitmex.com.","[{""url"": ""https://www.cftc.gov/PressRoom/PressReleases/8270-20"", ""wayback"": ""https://web.archive.org/web/20260516000000/https://www.cftc.gov/PressRoom/PressReleases/8270-20""}, {""url"": ""https://www.justice.gov/usao-sdny/pr/founders-and-executive-cryptocurrency-exchange-charged-violation-bank-secrecy-act"", ""wayback"": ""https://web.archive.org/web/20260516000000/https://www.justice.gov/usao-sdny/pr/founders-and-executive-cryptocurrency-exchange-charged-violation-bank-secrecy-act""}, {""url"": ""https://blog.bitmex.com/hdr-global-trading-limited-response-to-the-cftc-and-fincen/"", ""wayback"": ""https://web.archive.org/web/20260516000000/https://blog.bitmex.com/hdr-global-trading-limited-response-to-the-cftc-and-fincen/""}]",unadjudicated_risk_flag
bitriver-russia-mining-ofac-2022-04,admitted,events/bitriver-russia-mining-ofac-2022-04.yaml,3,l4_frontend,"[""missing_capture_or_anchor""]","bitriver.com is the company's canonical domain, but the retained row does not assert a website seizure, frontend takedown, or operator-posted compliance notice. Wayback bracketing of the website would be an optional enrichment, not load-bearing evidence for the current null-case claim.","[{""body_hash"": ""sha256:29ae5daf08553def8ccf7f30a9da1516bbe9bbfd25c01bb24492c12163c778be"", ""body_path"": ""sources/http_captures/bitriver-russia-mining-ofac-2022-04/primary/web.archive.org__web-20220501000000-https-home.treasury.gov-news-press-releases-jy0731__70365f1f26.html"", ""url"": ""https://home.treasury.gov/news/press-releases/jy0731"", ""wayback"": ""https://web.archive.org/web/20220430203000/https://home.treasury.gov/news/press-releases/jy0731""}, {""body_hash"": ""sha256:e251f0fa7d3dd43973cb8bd1966061cd36fa96dc60885e1decf10c1cdce692f3"", ""body_path"": ""sources/http_captures/bitriver-russia-mining-ofac-2022-04/primary/web.archive.org__web-20220421000000-https-therecord.media-us-treasury-dept-sanctions-russian-crypto-mining-giant-bitriver__2423a37ff1.html"", ""url"": ""https://therecord.media/us-treasury-dept-sanctions-russian-crypto-mining-giant-bitriver"", ""wayback"": ""https://web.archive.org/web/20220421190013/https://therecord.media/us-treasury-dept-sanctions-russian-crypto-mining-giant-bitriver""}]",unadjudicated_risk_flag
bitzlato-doj-2023,admitted,events/bitzlato-doj-2023.yaml,3,l4_frontend,"[""missing_capture_or_anchor""]","Frontend/operator website availability is not asserted in this release. The claim-usable observation is FinCEN's covered-financial- institution transmittal prohibition and DOJ-described exchange disruption at the venue/off-ramp layer, not a separately verified bitzlato.com seizure-banner or frontend takedown.","[{""body_hash"": ""sha256:f329a65084549262222dbcdba541f48123bff56247cbe0f932e3e025f70f1318"", ""body_path"": ""sources/http_captures/bitzlato-doj-2023/backfill-1.3/www.justice.gov__opa-pr-founder-and-majority-owner-cryptocurrency-exchange-charged-processing-over-700-million__a42e944c97.html"", ""url"": ""https://www.justice.gov/opa/pr/founder-and-majority-owner-cryptocurrency-exchange-charged-processing-over-700-million""}, {""url"": ""https://www.justice.gov/usao-edny/pr/founder-and-majority-owner-bitzlato-cryptocurrency-exchange-charged-unlicensed-money""}, {""body_hash"": ""sha256:bf2c40b29895e11a97510321b0a33003b56802ad3349fac1357f4b927cf143e6"", ""body_path"": ""sources/http_captures/bitzlato-doj-2023/backfill-1.3/www.fincen.gov__news-news-releases-fincen-identifies-virtual-currency-exchange-bitzlato-primary-money-laundering__c4a9bf0d08.html"", ""url"": ""https://www.fincen.gov/news/news-releases/fincen-identifies-virtual-currency-exchange-bitzlato-primary-money-laundering"", ""wayback"": ""https://web.archive.org/web/20260421105235/https://www.fincen.gov/news/news-releases/fincen-identifies-virtual-currency-exchange-bitzlato-primary-money-laundering""}]",unadjudicated_risk_flag
blockfi-multistate-cease-desist-bia-2021-07,admitted,events/blockfi-multistate-cease-desist-bia-2021-07.yaml,3,l4_frontend,"[""missing_capture_or_anchor""]",No frontend DOM block captured; the order operates at the product-offering / securities-registration layer.,"[{""body_hash"": ""sha256:b235ce2adf08dcfd40e5f38fc9c262407c0dc60cfbddd1d887baa75f67209771"", ""body_path"": ""sources/http_captures/blockfi-multistate-cease-desist-bia-2021-07/primary/web.archive.org__web-20210801000000id_-https-www.nj.gov-oag-newsreleases21-BlockFi-Cease-and-Desist-Order.pdf__5e0feb98af.bin"", ""url"": ""https://www.nj.gov/oag/newsreleases21/BlockFi-Cease-and-Desist-Order.pdf"", ""wayback"": ""https://web.archive.org/web/20210731004209id_/https://www.nj.gov/oag/newsreleases21/BlockFi-Cease-and-Desist-Order.pdf""}]",unadjudicated_risk_flag
botnet-911-s5-ofac-2024-05,admitted,events/botnet-911-s5-ofac-2024-05.yaml,0,l0_network,"[""missing_capture_or_anchor""]","The 911 S5 botnet was a residential-proxy service, but the designation acts on the SDN/sanctions surface; no nation-state network-layer block of a domain is asserted, and no OONI / Censored Planet replay slice was captured, so no L0 observation is admitted (codebook §1.5 measurement floor).","[{""body_hash"": ""sha256:291f54f8b94689ff177e9d71baf66793b663990f4484ecd7e3c38bf42c1134f5"", ""body_path"": ""sources/http_captures/botnet-911-s5-ofac-2024-05/primary/web.archive.org__web-20240529000000-https-home.treasury.gov-news-press-releases-jy2375__708636ae49.html"", ""url"": ""https://home.treasury.gov/news/press-releases/jy2375"", ""wayback"": ""https://web.archive.org/web/20240528232624/https://home.treasury.gov/news/press-releases/jy2375""}]",unadjudicated_risk_flag
btc-e-doj-2017,admitted,events/btc-e-doj-2017.yaml,5,offramp_cex,"[""missing_capture_or_anchor""]","BTC-e was itself the enforcement target and exchange venue. The release claim is limited to the same-day btc-e.com domain seizure and does not retain a separate counterparty-exchange delisting, KYT, or off-ramp cascade observation. Generic chain-analytics substrate captures are therefore not used as event-specific offramp_cex evidence for this row.","[{""body_hash"": ""sha256:2cf3684bc3a1e169adc66e01c3a615540c81a3061eedac0609422559383f0919"", ""body_path"": ""sources/http_captures/btc-e-doj-2017/wayback_doj_press_snapshot/web.archive.org__web-20170727013407-https-www.justice.gov-usao-ndca-pr-russian-national-and-bitcoin-exchange-charged-21-count-indictment-operating-alleged__359babd4a6.html"", ""url"": ""https://www.justice.gov/usao-ndca/pr/russian-national-and-bitcoin-exchange-charged-21-count-indictment-operating-alleged"", ""wayback"": ""https://web.archive.org/web/20170727013407/https://www.justice.gov/usao-ndca/pr/russian-national-and-bitcoin-exchange-charged-21-count-indictment-operating-alleged""}, {""url"": ""https://www.justice.gov/archives/opa/pr/russian-national-and-bitcoin-exchange-charged-21-count-indictment-operating-alleged""}]",unadjudicated_risk_flag
bybit-canada-exit-2023-05,admitted,events/bybit-canada-exit-2023-05.yaml,4,asset_onchain,"[""missing_capture_or_anchor""]",No on-chain token freeze; Bybit is a centralized exchange exiting a national market. No §1.6 asset_onchain tx_hash floor applies.,"[{""body_hash"": ""sha256:a802fe5845ac3071f4bbd7b438903a39be4c11464e5ba742737727e35b7c4699"", ""body_path"": ""sources/http_captures/bybit-canada-exit-2023-05/official-bybit-notice/announcements.bybitglobal.com__en-article-notice-on-exit-from-canadian-market-bltc1bfb8746d077fda__5dc8a1eae2.html"", ""url"": ""https://announcements.bybitglobal.com/en/article/notice-on-exit-from-canadian-market-bltc1bfb8746d077fda/""}, {""body_hash"": ""sha256:7257f0b9e14465adee90ecab6f733b287974e96710d8239dcdae6fe0f1dbf17a"", ""body_path"": ""sources/http_captures/bybit-canada-exit-2023-05/primary/web.archive.org__web-20250505011102-https-www.coindesk.com-business-2023-05-30-crypto-exchange-bybit-exit-canada-citing-recent-regulatory-development__f6923b8b16.html"", ""url"": ""https://www.coindesk.com/business/2023/05/30/crypto-exchange-bybit-exit-canada-citing-recent-regulatory-development"", ""wayback"": ""https://web.archive.org/web/20250505011102/https://www.coindesk.com/business/2023/05/30/crypto-exchange-bybit-exit-canada-citing-recent-regulatory-development""}]",unadjudicated_risk_flag
