event_id,admission_tier,trigger_type,path
russia-election-interference-ofac-2020,empirical_case,ofac_sdn_designation,events/russia-election-interference-ofac-2020.yaml
grinex-garantex-successor-ofac-2025,empirical_case,ofac_sdn_designation,events/grinex-garantex-successor-ofac-2025.yaml
indonesia-kominfo-exchange-social-account-block-2024-07,empirical_case,nation_state_block,events/indonesia-kominfo-exchange-social-account-block-2024-07.yaml
liberty-reserve-costa-rica-license-denial-2011-03,empirical_case,regulatory_enforcement,events/liberty-reserve-costa-rica-license-denial-2011-03.yaml
singapore-mas-binance-services-2021,empirical_case,nation_state_block,events/singapore-mas-binance-services-2021.yaml
tornado-cash-ofac-redesignation-2022,empirical_case,ofac_sdn_designation,events/tornado-cash-ofac-redesignation-2022.yaml
ripple-fincen-xrp-2015,empirical_case,fincen_action,events/ripple-fincen-xrp-2015.yaml
pecunix-bullion-transfer-2008,empirical_case,corporate_policy_change,events/pecunix-bullion-transfer-2008.yaml
kazakhstan-digital-assets-law-2023-02,empirical_case,nation_state_block,events/kazakhstan-digital-assets-law-2023-02.yaml
blender-ofac-2022,empirical_case,ofac_sdn_designation,events/blender-ofac-2022.yaml
binance-russia-gunmaker-asset-freeze-ukraine-2022-08,empirical_case,corporate_policy_change,events/binance-russia-gunmaker-asset-freeze-ukraine-2022-08.yaml
canada-csa-binance-withdrawal-2023,empirical_case,nation_state_block,events/canada-csa-binance-withdrawal-2023.yaml
eu-18th-russia-sanctions-casp-spfs-2025,empirical_case,non_us_sanctions,events/eu-18th-russia-sanctions-casp-spfs-2025.yaml
china-pboc-crypto-ban-2021,empirical_case,nation_state_block,events/china-pboc-crypto-ban-2021.yaml
sec-v-ripple-2020,empirical_case,sec_action,events/sec-v-ripple-2020.yaml
india-fiu-offshore-vda-block-2023,empirical_case,nation_state_block,events/india-fiu-offshore-vda-block-2023.yaml
kraken-uk-derivatives-exit-2021,empirical_case,corporate_policy_change,events/kraken-uk-derivatives-exit-2021.yaml
bitfinex-cftc-retail-commodity-2016,empirical_case,cftc_action,events/bitfinex-cftc-retail-commodity-2016.yaml
poloniex-circle-us-token-geofence-2019-05,empirical_case,corporate_policy_change,events/poloniex-circle-us-token-geofence-2019-05.yaml
circle-usdc-cryptex-freeze-2024,empirical_case,corporate_policy_change,events/circle-usdc-cryptex-freeze-2024.yaml
sinbad-doj-2024,empirical_case,doj_indictment,events/sinbad-doj-2024.yaml
chipmixer-doj-2023,empirical_case,doj_seizure_order,events/chipmixer-doj-2023.yaml
sec-lbry-lbc-unregistered-securities-2021-03,empirical_case,sec_action,events/sec-lbry-lbc-unregistered-securities-2021-03.yaml
germany-bafin-binance-licence-withdrawal-2023,empirical_case,nation_state_block,events/germany-bafin-binance-licence-withdrawal-2023.yaml
okx-aux-cayes-doj-guilty-plea-2025,empirical_case,doj_indictment,events/okx-aux-cayes-doj-guilty-plea-2025.yaml
opensea-iran-cuba-sanctions-block-2022,empirical_case,corporate_policy_change,events/opensea-iran-cuba-sanctions-block-2022.yaml
kucoin-doj-2024,empirical_case,doj_indictment,events/kucoin-doj-2024.yaml
china-search-engine-social-keyword-exchange-block-2021-06,empirical_case,nation_state_block,events/china-search-engine-social-keyword-exchange-block-2021-06.yaml
japan-fsa-six-exchange-orders-2018-06,empirical_case,regulatory_enforcement,events/japan-fsa-six-exchange-orders-2018-06.yaml
china-ndrc-mining-eliminated-industry-notice-2021-09,empirical_case,nation_state_block,events/china-ndrc-mining-eliminated-industry-notice-2021-09.yaml
binance-uk-new-user-halt-2023-10,empirical_case,corporate_policy_change,events/binance-uk-new-user-halt-2023-10.yaml
dprk-usdt-network-ofac-2025,empirical_case,ofac_sdn_designation,events/dprk-usdt-network-ofac-2025.yaml
voyager-bankruptcy-doj-objection-2023,empirical_case,court_civil_order,events/voyager-bankruptcy-doj-objection-2023.yaml
tornado-cash-github-takedown-2022-08,empirical_case,corporate_policy_change,events/tornado-cash-github-takedown-2022-08.yaml
tether-garantex-usdt-freeze-2025-03,empirical_case,corporate_policy_change,events/tether-garantex-usdt-freeze-2025-03.yaml
egold-doj-indictment-2007-04,empirical_case,doj_indictment,events/egold-doj-indictment-2007-04.yaml
bitfinex-tether-nyag-2021,empirical_case,regulatory_enforcement,events/bitfinex-tether-nyag-2021.yaml
uk-fca-binance-markets-2021,empirical_case,nation_state_block,events/uk-fca-binance-markets-2021.yaml
datacell-v-valitor-iceland-district-court-2012-07,empirical_case,court_civil_order,events/datacell-v-valitor-iceland-district-court-2012-07.yaml
okx-india-exit-2024-03,empirical_case,corporate_policy_change,events/okx-india-exit-2024-03.yaml
thailand-sec-crypto-payment-ban-2022-04,empirical_case,nation_state_block,events/thailand-sec-crypto-payment-ban-2022-04.yaml
philippines-sec-binance-block-2024,empirical_case,nation_state_block,events/philippines-sec-binance-block-2024.yaml
semenov-ofac-2023,empirical_case,ofac_sdn_designation,events/semenov-ofac-2023.yaml
binance-busd-wind-down-2024,empirical_case,corporate_policy_change,events/binance-busd-wind-down-2024.yaml
mica-l2-esma-eba-rts-2024,null_case,supranational_regulation,events/mica-l2-esma-eba-rts-2024.yaml
brazil-bcb-comunicado-25306-2014,null_case,regulatory_enforcement,events/brazil-bcb-comunicado-25306-2014.yaml
eu-15th-russia-sanctions-2024,null_case,non_us_sanctions,events/eu-15th-russia-sanctions-2024.yaml
uae-sca-crypto-asset-activities-regulation-decision-23-2020,null_case,regulatory_enforcement,events/uae-sca-crypto-asset-activities-regulation-decision-23-2020.yaml
sinbad-ofac-2023,null_case,ofac_sdn_designation,events/sinbad-ofac-2023.yaml
japan-fsa-stablecoin-psa-effective-2023-06,null_case,regulatory_enforcement,events/japan-fsa-stablecoin-psa-effective-2023-06.yaml
g20-roadmap-crypto-asset-policy-2023,null_case,supranational_regulation,events/g20-roadmap-crypto-asset-policy-2023.yaml
brazil-bacen-stablecoin-restriction-2023,null_case,regulatory_enforcement,events/brazil-bacen-stablecoin-restriction-2023.yaml
trustwallet-sanctioned-token-ui-update-2022,null_case,corporate_policy_change,events/trustwallet-sanctioned-token-ui-update-2022.yaml
fincen-virtual-currency-msb-guidance-2013,null_case,fincen_action,events/fincen-virtual-currency-msb-guidance-2013.yaml
sec-v-ftx-2022,null_case,sec_action,events/sec-v-ftx-2022.yaml
russia-cbr-bitcoin-information-letter-2014,null_case,nation_state_block,events/russia-cbr-bitcoin-information-letter-2014.yaml
fatf-grey-list-crypto-related-actions-2023-2024,null_case,supranational_regulation,events/fatf-grey-list-crypto-related-actions-2023-2024.yaml
zservers-ofac-2025,null_case,ofac_sdn_designation,events/zservers-ofac-2025.yaml
fatf-targeted-update-va-vasp-2021,null_case,supranational_regulation,events/fatf-targeted-update-va-vasp-2021.yaml
kb-vostok-russia-drone-ofac-2024-08,null_case,ofac_sdn_designation,events/kb-vostok-russia-drone-ofac-2024-08.yaml
ofac-hamas-gaza-now-2024-03,null_case,ofac_sdn_designation,events/ofac-hamas-gaza-now-2024-03.yaml
chinyong-kim-sang-man-dprk-it-worker-ofac-2023-05,null_case,ofac_sdn_designation,events/chinyong-kim-sang-man-dprk-it-worker-ofac-2023-05.yaml
pertsev-nl-arrest-2022,null_case,doj_indictment,events/pertsev-nl-arrest-2022.yaml
south-africa-fsca-crypto-financial-product-2022,null_case,regulatory_enforcement,events/south-africa-fsca-crypto-financial-product-2022.yaml
ofac-recent-action-20240111,null_case,ofac_sdn_designation,events/ofac-recent-action-20240111.yaml
eu-14th-russia-sanctions-spfs-2024,null_case,non_us_sanctions,events/eu-14th-russia-sanctions-spfs-2024.yaml
turkey-cmb-casp-licensing-law-7518-2024,null_case,regulatory_enforcement,events/turkey-cmb-casp-licensing-law-7518-2024.yaml
kucoin-netherlands-exit-2023,null_case,corporate_policy_change,events/kucoin-netherlands-exit-2023.yaml
g7-hiroshima-crypto-statement-2023,null_case,supranational_regulation,events/g7-hiroshima-crypto-statement-2023.yaml
tornado-cash-pertsev-doj-indictment-2023,null_case,doj_indictment,events/tornado-cash-pertsev-doj-indictment-2023.yaml
eu-dac8-crypto-asset-reporting-directive-2023,null_case,supranational_regulation,events/eu-dac8-crypto-asset-reporting-directive-2023.yaml
wang-hongfei-fentanyl-precursor-ofac-2023-04,null_case,ofac_sdn_designation,events/wang-hongfei-fentanyl-precursor-ofac-2023-04.yaml
france-amf-binance-psan-2022,null_case,regulatory_enforcement,events/france-amf-binance-psan-2022.yaml
china-fentanyl-network-ofac-2023-10,null_case,ofac_sdn_designation,events/china-fentanyl-network-ofac-2023-10.yaml
eu-amlr-eu-single-rulebook-2024,null_case,supranational_regulation,events/eu-amlr-eu-single-rulebook-2024.yaml
evil-corp-ofac-2024-10,null_case,ofac_sdn_designation,events/evil-corp-ofac-2024-10.yaml
bolivia-bcb-crypto-prohibition-2014,null_case,regulatory_enforcement,events/bolivia-bcb-crypto-prohibition-2014.yaml
russian-cybercrime-infra-ofac-2025,null_case,ofac_sdn_designation,events/russian-cybercrime-infra-ofac-2025.yaml
fatf-targeted-update-va-vasp-2023,null_case,supranational_regulation,events/fatf-targeted-update-va-vasp-2023.yaml
ofac-houthi-al-jamal-crypto-refresh-2024-12,null_case,ofac_sdn_designation,events/ofac-houthi-al-jamal-crypto-refresh-2024-12.yaml
cftc-v-ftx-2022,null_case,cftc_action,events/cftc-v-ftx-2022.yaml
eu-belarus-crypto-services-ban-2022,null_case,non_us_sanctions,events/eu-belarus-crypto-services-ban-2022.yaml
uzbekistan-napp-vasp-licensing-2022-07,null_case,regulatory_enforcement,events/uzbekistan-napp-vasp-licensing-2022-07.yaml
taiwan-fsc-aml-vasp-regime-2021-2024,null_case,regulatory_enforcement,events/taiwan-fsc-aml-vasp-regime-2021-2024.yaml
lazarus-entity-ofac-2019,null_case,ofac_sdn_designation,events/lazarus-entity-ofac-2019.yaml
switzerland-finma-tezos-zg-2018,null_case,regulatory_enforcement,events/switzerland-finma-tezos-zg-2018.yaml
uk-hmrc-bitcoin-vat-brief-09-14-2014,null_case,regulatory_enforcement,events/uk-hmrc-bitcoin-vat-brief-09-14-2014.yaml
kraken-sec-unregistered-exchange-2023,null_case,sec_action,events/kraken-sec-unregistered-exchange-2023.yaml
fatf-virtual-currencies-key-definitions-2014,null_case,supranational_regulation,events/fatf-virtual-currencies-key-definitions-2014.yaml
indonesia-bi-bitcoin-warning-2014,null_case,regulatory_enforcement,events/indonesia-bi-bitcoin-warning-2014.yaml
nydfs-bitlicense-2015-06,empirical_case,regulatory_enforcement,events/nydfs-bitlicense-2015-06.yaml
aave-arc-fireblocks-whitelist-2022-01,empirical_case,corporate_policy_change,events/aave-arc-fireblocks-whitelist-2022-01.yaml
nemesis-parsarad-darknet-ofac-2025-03,null_case,ofac_sdn_designation,events/nemesis-parsarad-darknet-ofac-2025-03.yaml
binance-eea-usdt-spot-delisting-2025-03,empirical_case,corporate_policy_change,events/binance-eea-usdt-spot-delisting-2025-03.yaml
thailand-sec-binance-bybit-c-and-d-2021,empirical_case,regulatory_enforcement,events/thailand-sec-binance-bybit-c-and-d-2021.yaml
derakhshan-alivand-irgc-crypto-ofac-2025-09,null_case,ofac_sdn_designation,events/derakhshan-alivand-irgc-crypto-ofac-2025-09.yaml
cftc-defi-opyn-zeroex-deridex-2023-09,empirical_case,cftc_action,events/cftc-defi-opyn-zeroex-deridex-2023-09.yaml
genesis-market-ofac-2023-04,null_case,ofac_sdn_designation,events/genesis-market-ofac-2023-04.yaml
russia-rosfinmonitoring-binance-russia-rails-2022,null_case,regulatory_enforcement,events/russia-rosfinmonitoring-binance-russia-rails-2022.yaml
wikileaks-postfinance-account-closure-2010-12,empirical_case,corporate_policy_change,events/wikileaks-postfinance-account-closure-2010-12.yaml
qatar-qcb-qfcra-virtual-asset-ban-2019-12,empirical_case,regulatory_enforcement,events/qatar-qcb-qfcra-virtual-asset-ban-2019-12.yaml
indonesia-bappebti-illegal-exchange-block-2023,empirical_case,nation_state_block,events/indonesia-bappebti-illegal-exchange-block-2023.yaml
japan-fsa-travel-rule-effective-2023-06,null_case,supranational_regulation,events/japan-fsa-travel-rule-effective-2023-06.yaml
eu-16th-russia-sanctions-2025,empirical_case,non_us_sanctions,events/eu-16th-russia-sanctions-2025.yaml
thailand-bot-bitcoin-prohibition-2013,empirical_case,regulatory_enforcement,events/thailand-bot-bitcoin-prohibition-2013.yaml
eu-amla-anti-money-laundering-authority-regulation-2024,null_case,supranational_regulation,events/eu-amla-anti-money-laundering-authority-regulation-2024.yaml
pakistan-sbp-crypto-prohibition-2018-04,empirical_case,nation_state_block,events/pakistan-sbp-crypto-prohibition-2018-04.yaml
binance-monero-global-delisting-2024-02,empirical_case,corporate_policy_change,events/binance-monero-global-delisting-2024-02.yaml
sec-burnside-bitcoin-stock-exchange-2014,empirical_case,sec_action,events/sec-burnside-bitcoin-stock-exchange-2014.yaml
coinbase-eu-usdt-stablecoin-delisting-2024-12,empirical_case,corporate_policy_change,events/coinbase-eu-usdt-stablecoin-delisting-2024-12.yaml
genesis-sec-gemini-earn-2023,empirical_case,sec_action,events/genesis-sec-gemini-earn-2023.yaml
uae-vara-licence-issuance-regime-2023,null_case,regulatory_enforcement,events/uae-vara-licence-issuance-regime-2023.yaml
russia-dfa-law-2020,null_case,regulatory_enforcement,events/russia-dfa-law-2020.yaml
crypto-com-eu-usdt-stablecoin-delisting-2025-01,empirical_case,corporate_policy_change,events/crypto-com-eu-usdt-stablecoin-delisting-2025-01.yaml
huobi-htx-privacy-coin-delisting-2024,empirical_case,corporate_policy_change,events/huobi-htx-privacy-coin-delisting-2024.yaml
coin-mx-doj-murgio-2015,empirical_case,doj_indictment,events/coin-mx-doj-murgio-2015.yaml
netex24-bitpapa-russia-crypto-ofac-2024-03,null_case,ofac_sdn_designation,events/netex24-bitpapa-russia-crypto-ofac-2024-03.yaml
russia-mining-regional-ban-2024-12,empirical_case,nation_state_block,events/russia-mining-regional-ban-2024-12.yaml
korea-travel-rule-2022,empirical_case,nation_state_block,events/korea-travel-rule-2022.yaml
iran-cbi-crypto-banking-prohibition-2018,empirical_case,regulatory_enforcement,events/iran-cbi-crypto-banking-prohibition-2018.yaml
binance-cftc-2023,empirical_case,cftc_action,events/binance-cftc-2023.yaml
mtgox-coinlab-civil-2013,null_case,court_civil_order,events/mtgox-coinlab-civil-2013.yaml
wikileaks-amazon-aws-eviction-2010-12,empirical_case,corporate_policy_change,events/wikileaks-amazon-aws-eviction-2010-12.yaml
binance-russia-exit-commex-2023,empirical_case,corporate_policy_change,events/binance-russia-exit-commex-2023.yaml
sichuan-silence-ofac-2024,null_case,ofac_sdn_designation,events/sichuan-silence-ofac-2024.yaml
sec-poloniex-unregistered-exchange-2021-08,empirical_case,sec_action,events/sec-poloniex-unregistered-exchange-2021-08.yaml
eu-mica-2023,empirical_case,supranational_regulation,events/eu-mica-2023.yaml
binance-dex-29-country-geoblock-2019-07,empirical_case,corporate_policy_change,events/binance-dex-29-country-geoblock-2019-07.yaml
algeria-finance-law-2018-crypto-prohibition,empirical_case,nation_state_block,events/algeria-finance-law-2018-crypto-prohibition.yaml
sec-etherdelta-coburn-unregistered-exchange-2018-11,empirical_case,sec_action,events/sec-etherdelta-coburn-unregistered-exchange-2018-11.yaml
blockfi-multistate-cease-desist-bia-2021-07,empirical_case,regulatory_enforcement,events/blockfi-multistate-cease-desist-bia-2021-07.yaml
silk-road-doj-seizure-2013,empirical_case,doj_seizure_order,events/silk-road-doj-seizure-2013.yaml
storm-semenov-doj-2023,null_case,doj_indictment,events/storm-semenov-doj-2023.yaml
