queue_id,item_type,item_id,status,priority,reason,created_at,updated_at,resolved_at
210,event,shrem-faiella-bitcoin-exchange-2014,needs_recheck,70,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
213,event,sinbad-doj-2024,needs_recheck,70,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
214,event,sinbad-ofac-2023,needs_recheck,70,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
215,event,singapore-mas-binance-services-2021,needs_recheck,70,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
235,event,tornado-cash-storm-conviction-2025,needs_recheck,70,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
241,event,uk-fca-binance-markets-2021,needs_recheck,70,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
252,event,welcome-to-video-doj-2019,needs_recheck,70,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
1,event,1inch-us-geofence-2021-09,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
2,event,aave-arc-fireblocks-whitelist-2022-01,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
3,event,aave-tornado-frontend-block-2022-08,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
6,event,apple-india-crypto-exchange-removal-2024-01,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
7,event,argentina-cnv-psav-registration-2024,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
8,event,argentina-uif-resolution-300-2014,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
9,event,augur-v2-us-uk-geofence-2020-07,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
11,event,bangladesh-bb-bitcoin-warning-2014,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
14,event,binance-busd-wind-down-2024,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
19,event,bitcoinica-shutdown-2012-05,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
22,event,bitfinex-tether-nyag-2021,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
24,event,bitmex-fincen-2024,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
25,event,bitstamp-greece-portugal-exit-2023,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
29,event,bolivia-bcb-crypto-prohibition-2014,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
30,event,brazil-bacen-stablecoin-restriction-2023,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
31,event,brazil-bcb-comunicado-25306-2014,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
33,event,bybit-singapore-exit-2022,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
37,event,cftc-v-ftx-2022,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
40,event,china-ico-ban-2017-09,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
41,event,china-inner-mongolia-mining-ban-2021-05,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
42,event,china-nft-secondary-trading-self-discipline-2022-06,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
45,event,china-pboc-exchange-shutdown-2017-09,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
46,event,china-sichuan-mining-ban-2021-06,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
47,event,china-state-council-mining-crackdown-2021-05,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
48,event,china-weibo-crypto-exchange-purge-2021-03,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
50,event,circle-usdc-cryptex-freeze-2024,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
51,event,circle-usdc-svb-policy-statement-2023,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
53,event,cloudflare-ethereum-gateway-tornado-block-2022-08,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
54,event,coin-mx-doj-murgio-2015,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
57,event,coinbase-japan-exit-2023,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
59,event,consensys-metamask-infura-rpc-data-collection-2022-11,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
61,event,datacell-v-valitor-iceland-district-court-2012-07,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
63,event,dydx-tornado-account-block-2022-08,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
64,event,eba-virtual-currencies-opinion-eba-op-2014-08,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
65,event,ebullion-doj-fbi-seizure-2008-08,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
66,event,egold-doj-guilty-plea-2008-07,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
67,event,ens-eth-domain-tornado-resolution-2022,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
68,event,etherscan-tornado-cash-ui-label-2022,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
70,event,eu-14th-russia-sanctions-spfs-2024,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
71,event,eu-15th-russia-sanctions-2024,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
72,event,eu-amla-anti-money-laundering-authority-regulation-2024,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
73,event,eu-amlr-eu-single-rulebook-2024,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
74,event,eu-belarus-crypto-services-ban-2022,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
75,event,eu-dac8-crypto-asset-reporting-directive-2023,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
80,event,fatf-grey-list-crypto-related-actions-2023-2024,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
82,event,fatf-targeted-update-va-vasp-2021,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
83,event,fatf-targeted-update-va-vasp-2023,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
84,event,fatf-virtual-currencies-key-definitions-2014,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
85,event,fbi-bitcoin-intelligence-assessment-2012-04,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
86,event,fincen-virtual-currency-msb-guidance-2013,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
87,event,france-amf-binance-psan-2022,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
88,event,fsb-crypto-asset-recommendations-2023,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
91,event,g20-roadmap-crypto-asset-policy-2023,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
92,event,g7-hiroshima-crypto-statement-2023,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
96,event,google-play-india-crypto-exchange-removal-2024-01,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
99,event,hongkong-hkma-stablecoins-ordinance-2025,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
100,event,hongkong-sfc-bybit-warning-2024,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
101,event,hongkong-sfc-jpex-block-2023,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
102,event,hongkong-sfc-vatp-licensing-2023-06,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
103,event,huobi-htx-privacy-coin-delisting-2024,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
106,event,iceland-cbi-foreign-exchange-bitcoin-2014,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
109,event,indonesia-bappebti-illegal-exchange-block-2023,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
110,event,indonesia-bi-bitcoin-warning-2014,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
112,event,infura-metamask-donetsk-luhansk-block-2022-03,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
113,event,iran-cbi-crypto-banking-prohibition-2018,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
114,event,iran-government-mining-electricity-restriction-2021,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
117,event,israel-nbctf-hamas-crypto-addresses-2021,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
118,event,japan-fsa-binance-sakura-acquisition-2022-11,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
119,event,japan-fsa-binance-warning-2018,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
121,event,japan-fsa-dmm-bitcoin-order-2024-09,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
122,event,japan-fsa-ftx-japan-suspension-2022-11,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
123,event,japan-fsa-six-exchange-orders-2018-06,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
124,event,japan-fsa-stablecoin-psa-effective-2023-06,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
125,event,japan-fsa-travel-rule-effective-2023-06,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
126,event,japan-fsa-zaif-orders-2018-09,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
127,event,karpeles-arrest-tokyo-mtgox-2015,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
128,event,kazakhstan-digital-assets-law-2023-02,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
129,event,kazakhstan-internet-shutdown-mining-2022-01,needs_recheck,90,Legacy YAML row requires v0.3 primary-source re-extraction before primary_source_verified can be true.,2026-05-17T05:45:36Z,2026-05-17T07:32:50Z,2026-05-17T07:32:50Z
