canonical_action_id,row_count,duplicate_row_count,event_count,event_ids,layers,canonical_event_id,canonical_layer,canonical_actor,canonical_event,canonical_timestamp
chipmixer-doj-2023:0:l4_frontend:frontend:chipmixer_com:canonical_domain_seized_by_fbi_and_international_partners,1,0,1,chipmixer-doj-2023,l4_frontend,chipmixer-doj-2023,l4_frontend,frontend:chipmixer_com,canonical_domain_seized_by_fbi_and_international_partners,2023-03-15 17:06:06+00:00
circle-usdc-blacklist-tornado-2022-0xa61326744a21ce8d5397831d107ee14909b3f4eaaaddbf1f3dce879a19e30dd9,2,1,2,circle-usdc-tornado-2022;tornado-cash-ofac-2022,asset_onchain,tornado-cash-ofac-2022,asset_onchain,circle_usdc,address_blacklisted,2022-08-08 19:25:35+00:00
coinbase-india-exit-2022:0:offramp_cex:exchange:coinbase:india_upi_rail_disabled_within_3d_of_launch,1,0,1,coinbase-india-exit-2022,offramp_cex,coinbase-india-exit-2022,offramp_cex,exchange:coinbase,india_upi_rail_disabled_within_3d_of_launch,2022-04-10 00:00:00+00:00
coinbase-irs-john-doe-summons-2016:0:offramp_cex:exchange:coinbase:coinbase_public_opposition_to_irs_john_doe_summons,1,0,1,coinbase-irs-john-doe-summons-2016,offramp_cex,coinbase-irs-john-doe-summons-2016,offramp_cex,exchange:coinbase,coinbase_public_opposition_to_irs_john_doe_summons,2016-11-18 00:00:00+00:00
coinflip-cftc-derivabit-2015:0:l4_frontend:frontend:derivabit_com:derivabit_platform_shutdown_in_compliance_with_cftc_cease_and_desist,1,0,1,coinflip-cftc-derivabit-2015,l4_frontend,coinflip-cftc-derivabit-2015,l4_frontend,frontend:derivabit_com,derivabit_platform_shutdown_in_compliance_with_cftc_cease_and_desist,2015-09-17 00:00:00+00:00
cryptex-ofac-2024:0:l4_frontend:frontend:cryptex_net:canonical_domain_seized_by_US_Secret_Service,1,0,1,cryptex-ofac-2024,l4_frontend,cryptex-ofac-2024,l4_frontend,frontend:cryptex_net,canonical_domain_seized_by_US_Secret_Service,2024-09-26 16:05:01+00:00
cryptex-ofac-2024:1:asset_onchain:tether_usdt_issuer:usdt_blacklist_same_day_event,1,0,1,cryptex-ofac-2024,asset_onchain,cryptex-ofac-2024,asset_onchain,tether_usdt_issuer,usdt_blacklist_same_day_event,2024-09-26 03:37:00+00:00
cryptex-ofac-2024:2:asset_onchain:tether_usdt_issuer_tron:usdt_trc20_blacklist_same_day_event,1,0,1,cryptex-ofac-2024,asset_onchain,cryptex-ofac-2024,asset_onchain,tether_usdt_issuer_tron,usdt_trc20_blacklist_same_day_event,2024-09-26 03:35:00+00:00
cryptex-ofac-2024:3:asset_onchain:circle_usdc_issuer:usdc_blacklist_next_day_event,1,0,1,cryptex-ofac-2024,asset_onchain,cryptex-ofac-2024,asset_onchain,circle_usdc_issuer,usdc_blacklist_next_day_event,2024-09-27 03:00:00+00:00
dprk-usdt-network-ofac-2025:0:asset_onchain:tether_usdt_issuer:tether_ofac_day_reactive_freeze_28_of_53_addresses,1,0,1,dprk-usdt-network-ofac-2025,asset_onchain,dprk-usdt-network-ofac-2025,asset_onchain,tether_usdt_issuer,tether_ofac_day_reactive_freeze_28_of_53_addresses,2025-11-04 21:38:00+00:00
eu-12th-russia-sanctions-2023:0:offramp_cex:eu_casp_ecosystem:eu_casps_required_to_close_russian_user_accounts,1,0,1,eu-12th-russia-sanctions-2023,offramp_cex,eu-12th-russia-sanctions-2023,offramp_cex,eu_casp_ecosystem,eu_casps_required_to_close_russian_user_accounts,2023-12-18 00:00:00+00:00
eu-mica-2023:0:offramp_cex:eu_casp_ecosystem:eu_mica_regulation_published_phased_rollout_begins,1,0,1,eu-mica-2023,offramp_cex,eu-mica-2023,offramp_cex,eu_casp_ecosystem,eu_mica_regulation_published_phased_rollout_begins,2023-06-09 00:00:00+00:00
eu-russia-crypto-wallet-cap-2022:0:offramp_cex:eu_casp_ecosystem:eu_casps_implemented_eur_10k_crypto_wallet_account_custody_cap_for_russian_persons,1,0,1,eu-russia-crypto-wallet-cap-2022,offramp_cex,eu-russia-crypto-wallet-cap-2022,offramp_cex,eu_casp_ecosystem,eu_casps_implemented_eur_10k_crypto_wallet_account_custody_cap_for_russian_persons,2022-04-08 00:00:00+00:00
eu-russia-full-crypto-wallet-ban-2022:0:offramp_cex:eu_casp_ecosystem:eu_casps_implemented_full_crypto_wallet_account_custody_ban_for_russian_persons,1,0,1,eu-russia-full-crypto-wallet-ban-2022,offramp_cex,eu-russia-full-crypto-wallet-ban-2022,offramp_cex,eu_casp_ecosystem,eu_casps_implemented_full_crypto_wallet_account_custody_ban_for_russian_persons,2022-10-06 00:00:00+00:00
funnull-cdn-ofac-2025:0:asset_onchain:circle_usdc_issuer:circle_usdc_blacklist_same_day,1,0,1,funnull-cdn-ofac-2025,asset_onchain,funnull-cdn-ofac-2025,asset_onchain,circle_usdc_issuer,circle_usdc_blacklist_same_day,2025-05-29 07:47:00+00:00
funnull-cdn-ofac-2025:1:asset_onchain:tether_usdt_issuer:tether_usdt_same_day_eth_and_tron,1,0,1,funnull-cdn-ofac-2025,asset_onchain,funnull-cdn-ofac-2025,asset_onchain,tether_usdt_issuer,tether_usdt_same_day_eth_and_tron,2025-05-29 10:15:00+00:00
garantex-ofac-2022:0:offramp_cex:exchange:garantex:exchange_designated_and_operations_constrained,1,0,1,garantex-ofac-2022,offramp_cex,garantex-ofac-2022,offramp_cex,exchange:garantex,exchange_designated_and_operations_constrained,2022-04-05 00:00:00+00:00
grinex-garantex-successor-ofac-2025:0:asset_onchain:tether_usdt_issuer:tether_batch_froze_all_11_trx_addresses_same_day_as_ofac,1,0,1,grinex-garantex-successor-ofac-2025,asset_onchain,grinex-garantex-successor-ofac-2025,asset_onchain,tether_usdt_issuer,tether_batch_froze_all_11_trx_addresses_same_day_as_ofac,2025-08-14 21:15:00+00:00
helix-doj-mixer-2020:0:l4_frontend:frontend:helix_tor_service:helix_mixer_frontend_finality_anchored_by_operator_indictment,1,0,1,helix-doj-mixer-2020,l4_frontend,helix-doj-mixer-2020,l4_frontend,frontend:helix_tor_service,helix_mixer_frontend_finality_anchored_by_operator_indictment,2020-02-11 00:00:00+00:00
helix-doj-mixer-2020:1:offramp_cex:mixer:helix_coin_ninja:helix_operator_indicted_and_arrested_mixer_state_terminal,1,0,1,helix-doj-mixer-2020,offramp_cex,helix-doj-mixer-2020,offramp_cex,mixer:helix_coin_ninja,helix_operator_indicted_and_arrested_mixer_state_terminal,2020-02-11 00:00:00+00:00
hydra-doj-2022:0:l4_frontend:frontend:hydra_darknet_marketplace:tor_infrastructure_seized_by_bka,1,0,1,hydra-doj-2022,l4_frontend,hydra-doj-2022,l4_frontend,frontend:hydra_darknet_marketplace,tor_infrastructure_seized_by_bka,2022-04-05 00:00:00+00:00
hydra-ofac-2022:0:l4_frontend:marketplace:hydra:marketplace_disrupted_or_unavailable,1,0,1,hydra-ofac-2022,l4_frontend,hydra-ofac-2022,l4_frontend,marketplace:hydra,marketplace_disrupted_or_unavailable,2022-04-05 00:00:00+00:00
"india-fiu-offshore-vda-block-2023:0:l4_frontend:app_store:apple_in,google_play_in:nine_offshore_vda_apps_removed_from_in_regional_storefronts",1,0,1,india-fiu-offshore-vda-block-2023,l4_frontend,india-fiu-offshore-vda-block-2023,l4_frontend,"app_store:apple_in,google_play_in",nine_offshore_vda_apps_removed_from_in_regional_storefronts,2024-01-15 00:00:00+00:00
india-fiu-offshore-vda-block-2023:1:offramp_cex:offshore_vda_exchange_class:in_users:inr_rails_severed_for_in_users_of_named_offshore_vda_exchanges,1,0,1,india-fiu-offshore-vda-block-2023,offramp_cex,india-fiu-offshore-vda-block-2023,offramp_cex,offshore_vda_exchange_class:in_users,inr_rails_severed_for_in_users_of_named_offshore_vda_exchanges,2024-01-15 00:00:00+00:00
india-rbi-crypto-ban-2018:0:offramp_cex:indian_crypto_exchange_ecosystem:rupee_banking_channel_severed_industry_wide,1,0,1,india-rbi-crypto-ban-2018,offramp_cex,india-rbi-crypto-ban-2018,offramp_cex,indian_crypto_exchange_ecosystem,rupee_banking_channel_severed_industry_wide,2018-07-06 00:00:00+00:00
korea-travel-rule-2022:0:offramp_cex:kr_regulated_vasp_ecosystem:travel_rule_effective_across_all_kr_vasps,1,0,1,korea-travel-rule-2022,offramp_cex,korea-travel-rule-2022,offramp_cex,kr_regulated_vasp_ecosystem,travel_rule_effective_across_all_kr_vasps,2022-03-25 00:00:00+00:00
kraken-sec-staking-2023:0:offramp_cex:exchange:kraken_us_staking:us_onchain_staking_service_discontinued,1,0,1,kraken-sec-staking-2023,offramp_cex,kraken-sec-staking-2023,offramp_cex,exchange:kraken_us_staking,us_onchain_staking_service_discontinued,2023-02-09 00:00:00+00:00
kucoin-doj-2024:0:l4_frontend:frontend:kucoin_com:kucoin_us_user_offboarding_announcement,1,0,1,kucoin-doj-2024,l4_frontend,kucoin-doj-2024,l4_frontend,frontend:kucoin_com,kucoin_us_user_offboarding_announcement,2024-03-26 00:00:00+00:00
kucoin-doj-2024:1:offramp_cex:exchange:kucoin:kucoin_exits_us_market_with_300m_cftc_settlement,1,0,1,kucoin-doj-2024,offramp_cex,kucoin-doj-2024,offramp_cex,exchange:kucoin,kucoin_exits_us_market_with_300m_cftc_settlement,2024-03-26 00:00:00+00:00
lockbit-affiliates-ofac-2024:0:asset_onchain:circle_usdc_issuer:circle_usdc_blacklist_next_day,1,0,1,lockbit-affiliates-ofac-2024,asset_onchain,lockbit-affiliates-ofac-2024,asset_onchain,circle_usdc_issuer,circle_usdc_blacklist_next_day,2024-02-21 00:19:00+00:00
malaysia-sc-binance-disable-2021:0:l4_frontend:frontend:binance_com_my_geo_and_mobile_apps:binance_my_website_and_apps_disabled_per_sc_order,1,0,1,malaysia-sc-binance-disable-2021,l4_frontend,malaysia-sc-binance-disable-2021,l4_frontend,frontend:binance_com_my_geo_and_mobile_apps,binance_my_website_and_apps_disabled_per_sc_order,2021-07-30 00:00:00+00:00
malaysia-sc-binance-disable-2021:1:offramp_cex:cex:binance_malaysia_cohort:binance_my_myr_rail_severance_cascade,1,0,1,malaysia-sc-binance-disable-2021,offramp_cex,malaysia-sc-binance-disable-2021,offramp_cex,cex:binance_malaysia_cohort,binance_my_myr_rail_severance_cascade,2021-07-30 00:00:00+00:00
netherlands-dnb-binance-warning-2021:0:l4_frontend:frontend:binance_com_en_nl_geo:nl_user_facing_notices_and_2022_07_withdrawal,1,0,1,netherlands-dnb-binance-warning-2021,l4_frontend,netherlands-dnb-binance-warning-2021,l4_frontend,frontend:binance_com_en_nl_geo,nl_user_facing_notices_and_2022_07_withdrawal,2022-07-01 00:00:00+00:00
netherlands-dnb-binance-warning-2021:1:offramp_cex:binance_nl_cohort:nl_user_rail_restrictions_and_eventual_exit,1,0,1,netherlands-dnb-binance-warning-2021,offramp_cex,netherlands-dnb-binance-warning-2021,offramp_cex,binance_nl_cohort,nl_user_rail_restrictions_and_eventual_exit,2022-07-01 00:00:00+00:00
nigeria-cbn-crypto-ban-2021:0:offramp_cex:nigerian_crypto_banking_ecosystem:naira_banking_channel_severed_industry_wide,1,0,1,nigeria-cbn-crypto-ban-2021,offramp_cex,nigeria-cbn-crypto-ban-2021,offramp_cex,nigerian_crypto_banking_ecosystem,naira_banking_channel_severed_industry_wide,2021-02-05 00:00:00+00:00
nydfs-bitlicense-2015-06:0:l4_frontend:frontend:kraken:kraken_ny_exit_farewell_announcement,1,0,1,nydfs-bitlicense-2015-06,l4_frontend,nydfs-bitlicense-2015-06,l4_frontend,frontend:kraken,kraken_ny_exit_farewell_announcement,2015-08-09 00:00:00+00:00
nydfs-bitlicense-2015-06:1:l4_frontend:frontend:shapeshift:shapeshift_ny_exit_announcement,1,0,1,nydfs-bitlicense-2015-06,l4_frontend,nydfs-bitlicense-2015-06,l4_frontend,frontend:shapeshift,shapeshift_ny_exit_announcement,2015-06-25 00:00:00+00:00
nydfs-bitlicense-2015-06:2:l4_frontend:frontend:bitfinex:bitfinex_ny_exit_geofence,1,0,1,nydfs-bitlicense-2015-06,l4_frontend,nydfs-bitlicense-2015-06,l4_frontend,frontend:bitfinex,bitfinex_ny_exit_geofence,2015-08-15 00:00:00+00:00
okx-privacy-token-delist-2024:0:offramp_cex:okx_exchange:okx_spot_pair_removal_privacy_asset_cohort,1,0,1,okx-privacy-token-delist-2024,offramp_cex,okx-privacy-token-delist-2024,offramp_cex,okx_exchange,okx_spot_pair_removal_privacy_asset_cohort,2023-12-29 00:00:00+00:00
powell-unlicensed-bitcoin-exchange-2014:0:offramp_cex:individual_msb:powell_cash_for_btc:powell_individual_unlicensed_msb_offramp_terminated_by_doj_sentencing,1,0,1,powell-unlicensed-bitcoin-exchange-2014,offramp_cex,powell-unlicensed-bitcoin-exchange-2014,offramp_cex,individual_msb:powell_cash_for_btc,powell_individual_unlicensed_msb_offramp_terminated_by_doj_sentencing,2014-12-04 00:00:00+00:00
ripple-fincen-xrp-2015:0:offramp_cex:xrp_ii_llc:xrp_ii_registered_as_msb_and_aml_program_imposed_by_consent,1,0,1,ripple-fincen-xrp-2015,offramp_cex,ripple-fincen-xrp-2015,offramp_cex,xrp_ii_llc,xrp_ii_registered_as_msb_and_aml_program_imposed_by_consent,2015-05-05 00:00:00+00:00
russia-election-interference-ofac-2020:0:asset_onchain:circle_usdc_issuer:circle_blacklist_18_months_after_ofac_designation,1,0,1,russia-election-interference-ofac-2020,asset_onchain,russia-election-interference-ofac-2020,asset_onchain,circle_usdc_issuer,circle_blacklist_18_months_after_ofac_designation,2022-03-29 00:49:00+00:00
russian-cyber-theft-ofac-2020:0:asset_onchain:circle_usdc_issuer:circle_usdc_blacklist_7_months_after_ofac,1,0,1,russian-cyber-theft-ofac-2020,asset_onchain,russian-cyber-theft-ofac-2020,asset_onchain,circle_usdc_issuer,circle_usdc_blacklist_7_months_after_ofac,2021-04-21 09:04:00+00:00
samourai-doj-2024:0:l4_frontend:frontend:samouraiwallet_com:canonical_domain_seized_by_sdny_and_international_partners,1,0,1,samourai-doj-2024,l4_frontend,samourai-doj-2024,l4_frontend,frontend:samouraiwallet_com,canonical_domain_seized_by_sdny_and_international_partners,2024-04-24 19:39:38+00:00
sec-beaxy-platform-shutdown-2023:0:l4_frontend:frontend:beaxy_platform:beaxy_platform_shutdown,1,0,1,sec-beaxy-platform-shutdown-2023,l4_frontend,sec-beaxy-platform-shutdown-2023,l4_frontend,frontend:beaxy_platform,beaxy_platform_shutdown,2023-03-29 00:00:00+00:00
sec-beaxy-platform-shutdown-2023:1:offramp_cex:exchange:beaxy_platform:exchange_broker_clearing_activities_ceased_and_customer_assets_returned,1,0,1,sec-beaxy-platform-shutdown-2023,offramp_cex,sec-beaxy-platform-shutdown-2023,offramp_cex,exchange:beaxy_platform,exchange_broker_clearing_activities_ceased_and_customer_assets_returned,2023-03-29 00:00:00+00:00
sec-burnside-bitcoin-stock-exchange-2014:0:l4_frontend:frontend:btct_co:btct_unregistered_securities_exchange_frontend_shutdown,1,0,1,sec-burnside-bitcoin-stock-exchange-2014,l4_frontend,sec-burnside-bitcoin-stock-exchange-2014,l4_frontend,frontend:btct_co,btct_unregistered_securities_exchange_frontend_shutdown,2014-12-08 00:00:00+00:00
sec-burnside-bitcoin-stock-exchange-2014:1:offramp_cex:exchange:btc_trading_corp_and_ltc_global:bitcoin_litecoin_denominated_securities_exchanges_terminated,1,0,1,sec-burnside-bitcoin-stock-exchange-2014,offramp_cex,sec-burnside-bitcoin-stock-exchange-2014,offramp_cex,exchange:btc_trading_corp_and_ltc_global,bitcoin_litecoin_denominated_securities_exchanges_terminated,2014-12-08 00:00:00+00:00
sec-shavers-btcst-2013:0:offramp_cex:investment_scheme:bitcoin_savings_and_trust:sec_civil_complaint_filed_against_btcst_operator,1,0,1,sec-shavers-btcst-2013,offramp_cex,sec-shavers-btcst-2013,offramp_cex,investment_scheme:bitcoin_savings_and_trust,sec_civil_complaint_filed_against_btcst_operator,2013-07-23 00:00:00+00:00
sec-v-binance-2023:0:offramp_cex:exchange:binance_us:binance_us_platform_and_usd_rail_restrictions_after_sec_action,1,0,1,sec-v-binance-2023,offramp_cex,sec-v-binance-2023,offramp_cex,exchange:binance_us,binance_us_platform_and_usd_rail_restrictions_after_sec_action,2023-06-08 00:00:00+00:00
sec-v-coinbase-2023:0:offramp_cex:exchange:coinbase_staking:retail_staking_new_funds_restricted_in_four_states,1,0,1,sec-v-coinbase-2023,offramp_cex,sec-v-coinbase-2023,offramp_cex,exchange:coinbase_staking,retail_staking_new_funds_restricted_in_four_states,2023-07-14 00:00:00+00:00
sec-voorhees-satoshidice-2014:0:offramp_cex:exchange:satoshidice_operator:us_unregistered_securities_offering_ceased_via_sec_settlement,1,0,1,sec-voorhees-satoshidice-2014,offramp_cex,sec-voorhees-satoshidice-2014,offramp_cex,exchange:satoshidice_operator,us_unregistered_securities_offering_ceased_via_sec_settlement,2014-06-03 00:00:00+00:00
sec-voorhees-satoshidice-2014:1:l4_frontend:frontend:satoshidice_com:satoshidice_us_user_geofence_and_voorhees_divestment_codified_by_sec_settlement,1,0,1,sec-voorhees-satoshidice-2014,l4_frontend,sec-voorhees-satoshidice-2014,l4_frontend,frontend:satoshidice_com,satoshidice_us_user_geofence_and_voorhees_divestment_codified_by_sec_settlement,2014-06-03 00:00:00+00:00
semenov-ofac-2023:0:asset_onchain:circle_usdc_issuer:circle_blacklist_all_8_eth_addresses_within_24h,1,0,1,semenov-ofac-2023,asset_onchain,semenov-ofac-2023,asset_onchain,circle_usdc_issuer,circle_blacklist_all_8_eth_addresses_within_24h,2023-08-24 00:16:00+00:00
semenov-ofac-2023:1:asset_onchain:tether_usdt_issuer:tether_retroactive_sweep_semenov_addresses,1,0,1,semenov-ofac-2023,asset_onchain,semenov-ofac-2023,asset_onchain,tether_usdt_issuer,tether_retroactive_sweep_semenov_addresses,2023-12-09 04:37:00+00:00
shrem-faiella-bitcoin-exchange-2014:0:offramp_cex:exchange:bitinstant:bitinstant_ceases_operations_following_ceo_indictment,1,0,1,shrem-faiella-bitcoin-exchange-2014,offramp_cex,shrem-faiella-bitcoin-exchange-2014,offramp_cex,exchange:bitinstant,bitinstant_ceases_operations_following_ceo_indictment,2014-09-04 00:00:00+00:00
silk-road-doj-seizure-2013:0:l4_frontend:frontend:silkroadmarket_org:tor_marketplace_and_clearnet_domain_seized_by_fbi,1,0,1,silk-road-doj-seizure-2013,l4_frontend,silk-road-doj-seizure-2013,l4_frontend,frontend:silkroadmarket_org,tor_marketplace_and_clearnet_domain_seized_by_fbi,2013-10-02 00:00:00+00:00
singapore-mas-binance-services-2021:0:l4_frontend:frontend:binance_com_en_sg_geo:sg_user_product_restrictions_announced,1,0,1,singapore-mas-binance-services-2021,l4_frontend,singapore-mas-binance-services-2021,l4_frontend,frontend:binance_com_en_sg_geo,sg_user_product_restrictions_announced,2021-09-05 00:00:00+00:00
singapore-mas-binance-services-2021:1:offramp_cex:cex:binance_sg_cohort:sgd_rails_and_binance_sg_operational_exit,1,0,1,singapore-mas-binance-services-2021,offramp_cex,singapore-mas-binance-services-2021,offramp_cex,cex:binance_sg_cohort,sgd_rails_and_binance_sg_operational_exit,2022-02-01 00:00:00+00:00
suex-ofac-2021:0:asset_onchain:circle_usdc_issuer:circle_batch_blacklisted_all_4_eth_addresses,1,0,1,suex-ofac-2021,asset_onchain,suex-ofac-2021,asset_onchain,circle_usdc_issuer,circle_batch_blacklisted_all_4_eth_addresses,2021-09-23 01:44:00+00:00
teraexchange-cftc-bitcoin-swap-2015:0:offramp_cex:regulator:us_cftc:cftc_order_imposing_cease_and_desist_and_undertakings_on_sef_for_bitcoin_swap,1,0,1,teraexchange-cftc-bitcoin-swap-2015,offramp_cex,teraexchange-cftc-bitcoin-swap-2015,offramp_cex,regulator:us_cftc,cftc_order_imposing_cease_and_desist_and_undertakings_on_sef_for_bitcoin_swap,2015-09-24 00:00:00+00:00
tether-doj-pig-butchering-freeze-2023:0:offramp_cex:tether_usdt_issuer:tether_froze_225m_at_doj_request_non_ofac_trigger,1,0,1,tether-doj-pig-butchering-freeze-2023,offramp_cex,tether-doj-pig-butchering-freeze-2023,offramp_cex,tether_usdt_issuer,tether_froze_225m_at_doj_request_non_ofac_trigger,2023-11-20 00:00:00+00:00
