id	year	stratum	status
powell-unlicensed-bitcoin-exchange-2014	2014	S3_doj_sec_cftc_fiod	admitted
sec-burnside-bitcoin-stock-exchange-2014	2014	S3_doj_sec_cftc_fiod	admitted
sec-voorhees-satoshidice-2014	2014	S3_doj_sec_cftc_fiod	admitted
shrem-faiella-bitcoin-exchange-2014	2014	S3_doj_sec_cftc_fiod	admitted
argentina-uif-resolution-300-2014	2014	S4_nation_state	admitted
bangladesh-bb-bitcoin-warning-2014	2014	S4_nation_state	admitted
bolivia-bcb-crypto-prohibition-2014	2014	S4_nation_state	admitted
brazil-bcb-comunicado-25306-2014	2014	S4_nation_state	admitted
iceland-cbi-foreign-exchange-bitcoin-2014	2014	S4_nation_state	admitted
indonesia-bi-bitcoin-warning-2014	2014	S4_nation_state	admitted
russia-cbr-bitcoin-information-letter-2014	2014	S4_nation_state	admitted
uk-hmrc-bitcoin-vat-brief-09-14-2014	2014	S4_nation_state	admitted
mtgox-bankruptcy-tokyo-2014	2014	S5_corporate	admitted
eba-virtual-currencies-opinion-eba-op-2014-08	2014	S6_supranational	admitted
fatf-virtual-currencies-key-definitions-2014	2014	S6_supranational	admitted
coin-mx-doj-murgio-2015	2015	S3_doj_sec_cftc_fiod	admitted
coinflip-cftc-derivabit-2015	2015	S3_doj_sec_cftc_fiod	admitted
karpeles-arrest-tokyo-mtgox-2015	2015	S3_doj_sec_cftc_fiod	admitted
nydfs-bitlicense-2015-06	2015	S3_doj_sec_cftc_fiod	admitted
nydfs-bitlicense-bitfinex-kraken-shapeshift-exit-2015	2015	S3_doj_sec_cftc_fiod	rejected
ripple-fincen-xrp-2015	2015	S3_doj_sec_cftc_fiod	admitted
sec-garza-gaw-miners-zenminer-2015	2015	S3_doj_sec_cftc_fiod	admitted
teraexchange-cftc-bitcoin-swap-2015	2015	S3_doj_sec_cftc_fiod	admitted
bitfinex-cftc-retail-commodity-2016	2016	S3_doj_sec_cftc_fiod	admitted
coinbase-irs-john-doe-summons-2016	2016	S3_doj_sec_cftc_fiod	admitted
alphabay-hansa-doj-2017	2017	S3_doj_sec_cftc_fiod	admitted
btc-e-doj-2017	2017	S3_doj_sec_cftc_fiod	admitted
china-ico-ban-2017-09	2017	S4_nation_state	admitted
china-pboc-exchange-shutdown-2017-09	2017	S4_nation_state	admitted
korea-fsc-ico-ban-2017	2017	S4_nation_state	admitted
korea-fsc-institutional-restriction-2017	2017	S4_nation_state	admitted
unsc-resolution-2371-dprk-crypto-2017	2017	S6_supranational	admitted
iran-ransomware-ofac-2018	2018	S1_ofac_sdn	admitted
india-rbi-crypto-ban-2018	2018	S4_nation_state	admitted
iran-cbi-crypto-banking-prohibition-2018	2018	S4_nation_state	admitted
japan-fsa-binance-warning-2018	2018	S4_nation_state	admitted
japan-fsa-coincheck-orders-2018	2018	S4_nation_state	admitted
japan-fsa-six-exchange-orders-2018-06	2018	S4_nation_state	admitted
japan-fsa-zaif-orders-2018-09	2018	S4_nation_state	admitted
switzerland-finma-tezos-zg-2018	2018	S4_nation_state	admitted
lazarus-entity-ofac-2019	2019	S1_ofac_sdn	admitted
welcome-to-video-doj-2019	2019	S3_doj_sec_cftc_fiod	admitted
fatf-r15-vasp-travel-rule-2019	2019	S6_supranational	admitted
lazarus-laundering-ofac-2020	2020	S1_ofac_sdn	admitted
russia-election-interference-ofac-2020	2020	S1_ofac_sdn	admitted
russian-cyber-theft-ofac-2020	2020	S1_ofac_sdn	admitted
bitmex-cftc-doj-2020	2020	S3_doj_sec_cftc_fiod	admitted
helix-doj-mixer-2020	2020	S3_doj_sec_cftc_fiod	admitted
sec-v-ripple-2020	2020	S3_doj_sec_cftc_fiod	admitted
sec-v-telegram-ton-2020	2020	S3_doj_sec_cftc_fiod	admitted
russia-dfa-law-2020	2020	S4_nation_state	admitted
augur-v2-us-uk-geofence-2020-07	2020	S5_corporate	admitted
chatex-ofac-2021	2021	S1_ofac_sdn	admitted
suex-ofac-2021	2021	S1_ofac_sdn	admitted
bitfinex-tether-cftc-2021	2021	S3_doj_sec_cftc_fiod	admitted
bitfinex-tether-nyag-2021	2021	S4_nation_state	admitted
china-inner-mongolia-mining-ban-2021-05	2021	S4_nation_state	admitted
china-pboc-crypto-ban-2021	2021	S4_nation_state	admitted
china-sichuan-mining-ban-2021-06	2021	S4_nation_state	admitted
china-state-council-mining-crackdown-2021-05	2021	S4_nation_state	admitted
china-weibo-crypto-exchange-purge-2021-03	2021	S4_nation_state	admitted
iran-government-mining-electricity-restriction-2021	2021	S4_nation_state	admitted
israel-nbctf-hamas-crypto-addresses-2021	2021	S4_nation_state	admitted
malaysia-sc-binance-disable-2021	2021	S4_nation_state	admitted
netherlands-dnb-binance-warning-2021	2021	S4_nation_state	admitted
nigeria-cbn-crypto-ban-2021	2021	S4_nation_state	admitted
singapore-mas-binance-services-2021	2021	S4_nation_state	admitted
thailand-sec-binance-bybit-c-and-d-2021	2021	S4_nation_state	admitted
turkey-cbrt-crypto-ban-2021	2021	S4_nation_state	admitted
uk-fca-binance-markets-2021	2021	S4_nation_state	admitted
1inch-us-geofence-2021-09	2021	S5_corporate	admitted
kraken-uk-derivatives-exit-2021	2021	S5_corporate	admitted
uniswap-token-list-curation-default-2021	2021	S5_corporate	admitted
uniswap-tokenized-stocks-delisting-2021-07	2021	S5_corporate	admitted
fatf-targeted-update-va-vasp-2021	2021	S6_supranational	admitted
blender-ofac-2022	2022	S1_ofac_sdn	admitted
garantex-ofac-2022	2022	S1_ofac_sdn	admitted
hydra-ofac-2022	2022	S1_ofac_sdn	admitted
irgc-ransomware-ofac-2022	2022	S1_ofac_sdn	admitted
tornado-cash-ofac-2022	2022	S1_ofac_sdn	admitted
tornado-cash-ofac-redesignation-2022	2022	S1_ofac_sdn	admitted
blockfi-sec-lending-2022	2022	S3_doj_sec_cftc_fiod	admitted
cftc-v-ftx-2022	2022	S3_doj_sec_cftc_fiod	admitted
cftc-v-ooki-dao-2022	2022	S3_doj_sec_cftc_fiod	admitted
ftx-bankman-fried-doj-2022	2022	S3_doj_sec_cftc_fiod	admitted
hydra-doj-2022	2022	S3_doj_sec_cftc_fiod	admitted
pertsev-nl-arrest-2022	2022	S3_doj_sec_cftc_fiod	admitted
polymarket-cftc-geofence-2022-01	2022	S3_doj_sec_cftc_fiod	admitted
polynonce-bittrex-fincen-2022	2022	S3_doj_sec_cftc_fiod	admitted
sec-v-ftx-2022	2022	S3_doj_sec_cftc_fiod	admitted
canada-convoy-freeze-2022	2022	S4_nation_state	admitted
china-nft-secondary-trading-self-discipline-2022-06	2022	S4_nation_state	admitted
france-amf-binance-psan-2022	2022	S4_nation_state	admitted
japan-fsa-binance-sakura-acquisition-2022-11	2022	S4_nation_state	admitted
japan-fsa-ftx-japan-suspension-2022-11	2022	S4_nation_state	admitted
kazakhstan-internet-shutdown-mining-2022-01	2022	S4_nation_state	admitted
korea-travel-rule-2022	2022	S4_nation_state	admitted
russia-cbr-crypto-payment-ban-2022	2022	S4_nation_state	admitted
russia-rosfinmonitoring-binance-russia-rails-2022	2022	S4_nation_state	admitted
singapore-mas-retail-crypto-restriction-2022	2022	S4_nation_state	admitted
south-africa-fsca-crypto-financial-product-2022	2022	S4_nation_state	admitted
ukraine-virtual-assets-law-2022-03	2022	S4_nation_state	admitted
uzbekistan-napp-vasp-licensing-2022-07	2022	S4_nation_state	admitted
aave-arc-fireblocks-whitelist-2022-01	2022	S5_corporate	admitted
aave-tornado-frontend-block-2022-08	2022	S5_corporate	admitted
bybit-singapore-exit-2022	2022	S5_corporate	admitted
circle-usdc-tornado-2022	2022	S5_corporate	admitted
cloudflare-ethereum-gateway-tornado-block-2022-08	2022	S5_corporate	admitted
coinbase-india-exit-2022	2022	S5_corporate	admitted
consensys-metamask-infura-rpc-data-collection-2022-11	2022	S5_corporate	admitted
dydx-tornado-account-block-2022-08	2022	S5_corporate	admitted
ens-eth-domain-tornado-resolution-2022	2022	S5_corporate	admitted
etherscan-tornado-cash-ui-label-2022	2022	S5_corporate	admitted
huobi-htx-privacy-coin-delisting-2024	2022	S5_corporate	admitted
infura-alchemy-tornado-rpc-block-2022	2022	S5_corporate	admitted
infura-metamask-donetsk-luhansk-block-2022-03	2022	S5_corporate	admitted
makerdao-emergency-shutdown-contingency-2022-08	2022	S5_corporate	admitted
metamask-eth-phishing-detect-tornado-additions-2022	2022	S5_corporate	admitted
opensea-iran-cuba-sanctions-block-2022	2022	S5_corporate	admitted
ren-protocol-shutdown-alameda-ftx-2022-12	2022	S5_corporate	draft
tornado-cash-frontend-tornado-cash-eth-block-2022-04	2022	S5_corporate	admitted
tornado-cash-github-takedown-2022-08	2022	S5_corporate	admitted
tornado-cash-tornadocash-org-seizure-2022	2022	S5_corporate	admitted
trustwallet-sanctioned-token-ui-update-2022	2022	S5_corporate	admitted
uniswap-balancer-tornado-frontend-block-2022-08	2022	S5_corporate	admitted
eu-belarus-crypto-services-ban-2022	2022	S6_supranational	admitted
eu-russia-crypto-wallet-cap-2022	2022	S6_supranational	admitted
eu-russia-full-crypto-wallet-ban-2022	2022	S6_supranational	admitted
oecd-carf-2022	2022	S6_supranational	admitted
matveev-ofac-2023	2023	S1_ofac_sdn	admitted
ofac-dprk-it-worker-sim-hyon-sop-2023-04	2023	S1_ofac_sdn	admitted
ofac-hamas-buy-cash-msb-2023-10	2023	S1_ofac_sdn	admitted
ofac-trickbot-conti-eleven-2023-09	2023	S1_ofac_sdn	admitted
ofac-zhdanova-russian-elite-launderer-2023-11	2023	S1_ofac_sdn	admitted
semenov-ofac-2023	2023	S1_ofac_sdn	admitted
sinbad-ofac-2023	2023	S1_ofac_sdn	admitted
binance-4framework-2023	2023	S3_doj_sec_cftc_fiod	admitted
binance-cftc-2023	2023	S3_doj_sec_cftc_fiod	admitted
bitzlato-doj-2023	2023	S3_doj_sec_cftc_fiod	admitted
celsius-bankruptcy-mashinsky-doj-2023	2023	S3_doj_sec_cftc_fiod	admitted
chipmixer-doj-2023	2023	S3_doj_sec_cftc_fiod	admitted
genesis-sec-gemini-earn-2023	2023	S3_doj_sec_cftc_fiod	admitted
kingdom-trust-fincen-2021	2023	S3_doj_sec_cftc_fiod	admitted
kraken-sec-staking-2023	2023	S3_doj_sec_cftc_fiod	admitted
kraken-sec-unregistered-exchange-2023	2023	S3_doj_sec_cftc_fiod	admitted
oasis-app-wormhole-counter-exploit-2023-02	2023	S3_doj_sec_cftc_fiod	rejected
salame-ftx-campaign-finance-doj-2023	2023	S3_doj_sec_cftc_fiod	admitted
sec-beaxy-platform-shutdown-2023	2023	S3_doj_sec_cftc_fiod	admitted
sec-v-binance-2023	2023	S3_doj_sec_cftc_fiod	admitted
sec-v-bittrex-2023	2023	S3_doj_sec_cftc_fiod	admitted
sec-v-coinbase-2023	2023	S3_doj_sec_cftc_fiod	admitted
sec-v-coinbase-staking-wells-2023	2023	S3_doj_sec_cftc_fiod	rejected
storm-semenov-doj-2023	2023	S3_doj_sec_cftc_fiod	admitted
tornado-cash-pertsev-doj-indictment-2023	2023	S3_doj_sec_cftc_fiod	admitted
voyager-bankruptcy-doj-objection-2023	2023	S3_doj_sec_cftc_fiod	admitted
australia-asic-binance-derivatives-2023	2023	S4_nation_state	admitted
belgium-fsma-binance-cease-2023	2023	S4_nation_state	admitted
brazil-bacen-stablecoin-restriction-2023	2023	S4_nation_state	admitted
canada-csa-binance-withdrawal-2023	2023	S4_nation_state	admitted
germany-bafin-binance-licence-withdrawal-2023	2023	S4_nation_state	admitted
hongkong-sfc-jpex-block-2023	2023	S4_nation_state	admitted
hongkong-sfc-vatp-licensing-2023-06	2023	S4_nation_state	admitted
india-fiu-offshore-vda-block-2023	2023	S4_nation_state	admitted
indonesia-bappebti-illegal-exchange-block-2023	2023	S4_nation_state	admitted
japan-fsa-stablecoin-psa-effective-2023-06	2023	S4_nation_state	admitted
kazakhstan-digital-assets-law-2023-02	2023	S4_nation_state	admitted
uae-vara-licence-issuance-regime-2023	2023	S4_nation_state	admitted
uk-fca-crypto-promotion-rule-2023	2023	S4_nation_state	admitted
binance-privacy-coin-delisting-2023	2023	S5_corporate	admitted
binance-russia-exit-commex-2023	2023	S5_corporate	admitted
binance-us-staking-end-2023	2023	S5_corporate	admitted
bitstamp-greece-portugal-exit-2023	2023	S5_corporate	admitted
circle-usdc-svb-policy-statement-2023	2023	S5_corporate	admitted
coinbase-japan-exit-2023	2023	S5_corporate	admitted
kucoin-canada-exit-2023	2023	S5_corporate	admitted
kucoin-netherlands-exit-2023	2023	S5_corporate	admitted
metamask-snaps-region-restrictions-2023-09	2023	S5_corporate	admitted
okx-monero-global-delisting-2024	2023	S5_corporate	rejected
okx-privacy-token-delist-2024	2023	S5_corporate	admitted
paxos-busd-nydfs-minting-stop-2023	2023	S5_corporate	admitted
tether-doj-pig-butchering-freeze-2023	2023	S5_corporate	admitted
tether-retroactive-sweep-2023	2023	S5_corporate	admitted
uniswap-frontend-delisting-2023	2023	S5_corporate	admitted
eu-12th-russia-sanctions-2023	2023	S6_supranational	admitted
eu-dac8-crypto-asset-reporting-directive-2023	2023	S6_supranational	admitted
eu-mica-2023	2023	S6_supranational	admitted
eu-tfr-recast-2023	2023	S6_supranational	admitted
fatf-grey-list-crypto-related-actions-2023-2024	2023	S6_supranational	admitted
fatf-targeted-update-va-vasp-2023	2023	S6_supranational	admitted
fsb-crypto-asset-recommendations-2023	2023	S6_supranational	admitted
g20-roadmap-crypto-asset-policy-2023	2023	S6_supranational	admitted
g7-hiroshima-crypto-statement-2023	2023	S6_supranational	admitted
japan-fsa-travel-rule-effective-2023-06	2023	S6_supranational	admitted
cryptex-ofac-2024	2024	S1_ofac_sdn	admitted
lockbit-affiliates-ofac-2024	2024	S1_ofac_sdn	admitted
lockbit-leader-ofac-2024	2024	S1_ofac_sdn	admitted
ofac-hamas-gaza-now-2024-03	2024	S1_ofac_sdn	admitted
ofac-hamas-irgc-virtual-currency-network-2024-01	2024	S1_ofac_sdn	rejected
ofac-houthi-al-jamal-crypto-refresh-2024-12	2024	S1_ofac_sdn	admitted
ofac-recent-action-20240111	2024	S1_ofac_sdn	admitted
sichuan-silence-ofac-2024	2024	S1_ofac_sdn	admitted
bitmex-fincen-2024	2024	S3_doj_sec_cftc_fiod	admitted
kucoin-doj-2024	2024	S3_doj_sec_cftc_fiod	admitted
samourai-doj-2024	2024	S3_doj_sec_cftc_fiod	admitted
sec-v-uniswap-wells-notice-2024	2024	S3_doj_sec_cftc_fiod	rejected
argentina-cnv-psav-registration-2024	2024	S4_nation_state	admitted
hongkong-sfc-bybit-warning-2024	2024	S4_nation_state	admitted
japan-fsa-dmm-bitcoin-order-2024-09	2024	S4_nation_state	admitted
philippines-sec-binance-block-2024	2024	S4_nation_state	admitted
russia-mining-legalization-law-2024-08	2024	S4_nation_state	admitted
russia-mining-regional-ban-2024-12	2024	S4_nation_state	admitted
turkey-cmb-casp-licensing-law-7518-2024	2024	S4_nation_state	admitted
apple-india-crypto-exchange-removal-2024-01	2024	S5_corporate	admitted
binance-busd-wind-down-2024	2024	S5_corporate	admitted
circle-usdc-cryptex-freeze-2024	2024	S5_corporate	admitted
google-play-india-crypto-exchange-removal-2024-01	2024	S5_corporate	admitted
kraken-monero-eu-delisting-2024	2024	S5_corporate	admitted
pump-fun-uk-fca-geofence-2024-12	2024	S5_corporate	admitted
tether-pig-butchering-second-wave-2024	2024	S5_corporate	admitted
eu-14th-russia-sanctions-spfs-2024	2024	S6_supranational	admitted
eu-15th-russia-sanctions-2024	2024	S6_supranational	admitted
eu-amla-anti-money-laundering-authority-regulation-2024	2024	S6_supranational	admitted
eu-amlr-eu-single-rulebook-2024	2024	S6_supranational	admitted
mica-l2-esma-eba-rts-2024	2024	S6_supranational	admitted
aeza-group-ofac-2025	2025	S1_ofac_sdn	admitted
dprk-usdt-network-ofac-2025	2025	S1_ofac_sdn	admitted
funnull-cdn-ofac-2025	2025	S1_ofac_sdn	admitted
grinex-garantex-successor-ofac-2025	2025	S1_ofac_sdn	admitted
russian-cybercrime-infra-ofac-2025	2025	S1_ofac_sdn	admitted
zservers-ofac-2025	2025	S1_ofac_sdn	admitted
tornado-cash-ofac-delisting-2025	2025	S2_ofac_removal	admitted
sinbad-doj-2024	2025	S3_doj_sec_cftc_fiod	admitted
tornado-cash-storm-conviction-2025	2025	S3_doj_sec_cftc_fiod	admitted
hongkong-hkma-stablecoins-ordinance-2025	2025	S4_nation_state	admitted
tether-dprk-precommit-freeze-2025	2025	S5_corporate	admitted
tether-tron-philippines-pdea-freeze-2024	2025	S5_corporate	admitted
